Régimen y estado;Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2017M05;469
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2017M04;372
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2017M03;453
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2017M02;417
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2017M01;512
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M12;327
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M11;359
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M10;299
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M09;409
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M08;468
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M07;307
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M06;356
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M05;390
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M04;467
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M03;382
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M02;416
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2016M01;451
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M12;302
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M11;305
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M10;395
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M09;352
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M08;339
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M07;358
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M06;408
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M05;489
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M04;332
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M03;308
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M02;317
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2015M01;381
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M12;358
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M11;403
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M10;449
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M09;394
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M08;278
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M07;327
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M06;346
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M05;368
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M04;285
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M03;308
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M02;410
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2014M01;460
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M12;285
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M11;272
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M10;318
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M09;309
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M08;295
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M07;269
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M06;290
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M05;277
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M04;224
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M03;263
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M02;541
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2013M01;522
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M12;282
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M11;248
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M10;224
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M09;317
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M08;245
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M07;304
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M06;239
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M05;363
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M04;274
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M03;441
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M02;479
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2012M01;577
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M12;413
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M11;412
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M10;350
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M09;534
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M08;366
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M07;298
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M06;319
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M05;350
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M04;260
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M03;378
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M02;384
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2011M01;432
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M12;300
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M11;355
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M10;304
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M09;404
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M08;539
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M07;476
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M06;444
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M05;513
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M04;472
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M03;754
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M02;696
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2010M01;604
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M12;396
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M11;398
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M10;338
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M09;443
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M08;423
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M07;422
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M06;502
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M05;475
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M04;374
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M03;420
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M02;395
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2009M01;447
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M12;456
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M11;517
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M10;407
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M09;530
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M08;512
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M07;584
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M06;463
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M05;598
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M04;716
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M03;384
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M02;558
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2008M01;674
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M12;449
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M11;568
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M10;705
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M09;717
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M08;820
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M07;717
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M06;821
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M05;1.023
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M04;725
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M03;1.147
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M02;825
Viviendas: Total;Total Nacional;15 Navarra, Comunidad Foral de;;2007M01;1.075
Viviendas: Total;Total Nacional;16 País Vasco;;2024M03;1.500
Viviendas: Total;Total Nacional;16 País Vasco;;2024M02;2.078
Viviendas: Total;Total Nacional;16 País Vasco;;2024M01;1.835
Viviendas: Total;Total Nacional;16 País Vasco;;2023M12;1.149
Viviendas: Total;Total Nacional;16 País Vasco;;2023M11;1.562
Viviendas: Total;Total Nacional;16 País Vasco;;2023M10;1.496
Viviendas: Total;Total Nacional;16 País Vasco;;2023M09;1.476
Viviendas: Total;Total Nacional;16 País Vasco;;2023M08;1.755
Viviendas: Total;Total Nacional;16 País Vasco;;2023M07;1.843
Viviendas: Total;Total Nacional;16 País Vasco;;2023M06;1.868
Viviendas: Total;Total Nacional;16 País Vasco;;2023M05;1.875
Viviendas: Total;Total Nacional;16 País Vasco;;2023M04;1.348
Viviendas: Total;Total Nacional;16 País Vasco;;2023M03;2.023
Viviendas: Total;Total Nacional;16 País Vasco;;2023M02;2.050
Viviendas: Total;Total Nacional;16 País Vasco;;2023M01;2.073
Viviendas: Total;Total Nacional;16 País Vasco;;2022M12;1.442
Viviendas: Total;Total Nacional;16 País Vasco;;2022M11;1.902
Viviendas: Total;Total Nacional;16 País Vasco;;2022M10;1.757
Viviendas: Total;Total Nacional;16 País Vasco;;2022M09;1.984
Viviendas: Total;Total Nacional;16 País Vasco;;2022M08;2.079
Viviendas: Total;Total Nacional;16 País Vasco;;2022M07;1.891
Viviendas: Total;Total Nacional;16 País Vasco;;2022M06;2.160
Viviendas: Total;Total Nacional;16 País Vasco;;2022M05;2.302
Viviendas: Total;Total Nacional;16 País Vasco;;2022M04;1.759
Viviendas: Total;Total Nacional;16 País Vasco;;2022M03;2.218
Viviendas: Total;Total Nacional;16 País Vasco;;2022M02;2.194
Viviendas: Total;Total Nacional;16 País Vasco;;2022M01;1.963
Viviendas: Total;Total Nacional;16 País Vasco;;2021M12;1.625
Viviendas: Total;Total Nacional;16 País Vasco;;2021M11;1.762
Viviendas: Total;Total Nacional;16 País Vasco;;2021M10;1.384
Viviendas: Total;Total Nacional;16 País Vasco;;2021M09;2.006
Viviendas: Total;Total Nacional;16 País Vasco;;2021M08;1.703
Viviendas: Total;Total Nacional;16 País Vasco;;2021M07;1.798
Viviendas: Total;Total Nacional;16 País Vasco;;2021M06;2.078
Viviendas: Total;Total Nacional;16 País Vasco;;2021M05;1.963
Viviendas: Total;Total Nacional;16 País Vasco;;2021M04;1.778
Viviendas: Total;Total Nacional;16 País Vasco;;2021M03;1.924
Viviendas: Total;Total Nacional;16 País Vasco;;2021M02;1.953
Viviendas: Total;Total Nacional;16 País Vasco;;2021M01;1.710
Viviendas: Total;Total Nacional;16 País Vasco;;2020M12;1.439
Viviendas: Total;Total Nacional;16 País Vasco;;2020M11;1.481
Viviendas: Total;Total Nacional;16 País Vasco;;2020M10;1.458
Viviendas: Total;Total Nacional;16 País Vasco;;2020M09;1.255
Viviendas: Total;Total Nacional;16 País Vasco;;2020M08;1.515
Viviendas: Total;Total Nacional;16 País Vasco;;2020M07;1.919
Viviendas: Total;Total Nacional;16 País Vasco;;2020M06;1.477
Viviendas: Total;Total Nacional;16 País Vasco;;2020M05;1.081
Viviendas: Total;Total Nacional;16 País Vasco;;2020M04;1.086
Viviendas: Total;Total Nacional;16 País Vasco;;2020M03;1.542
Viviendas: Total;Total Nacional;16 País Vasco;;2020M02;1.759
Viviendas: Total;Total Nacional;16 País Vasco;;2020M01;1.870
Viviendas: Total;Total Nacional;16 País Vasco;;2019M12;1.466
Viviendas: Total;Total Nacional;16 País Vasco;;2019M11;1.449
Viviendas: Total;Total Nacional;16 País Vasco;;2019M10;1.653
Viviendas: Total;Total Nacional;16 País Vasco;;2019M09;1.645
Viviendas: Total;Total Nacional;16 País Vasco;;2019M08;1.466
Viviendas: Total;Total Nacional;16 País Vasco;;2019M07;1.752
Viviendas: Total;Total Nacional;16 País Vasco;;2019M06;1.650
Viviendas: Total;Total Nacional;16 País Vasco;;2019M05;1.999
Viviendas: Total;Total Nacional;16 País Vasco;;2019M04;1.626
Viviendas: Total;Total Nacional;16 País Vasco;;2019M03;1.712
Viviendas: Total;Total Nacional;16 País Vasco;;2019M02;2.106
Viviendas: Total;Total Nacional;16 País Vasco;;2019M01;2.181
Viviendas: Total;Total Nacional;16 País Vasco;;2018M12;1.426
Viviendas: Total;Total Nacional;16 País Vasco;;2018M11;1.551
Viviendas: Total;Total Nacional;16 País Vasco;;2018M10;1.468
Viviendas: Total;Total Nacional;16 País Vasco;;2018M09;1.718
Viviendas: Total;Total Nacional;16 País Vasco;;2018M08;1.932
Viviendas: Total;Total Nacional;16 País Vasco;;2018M07;1.542
Viviendas: Total;Total Nacional;16 País Vasco;;2018M06;1.735
Viviendas: Total;Total Nacional;16 País Vasco;;2018M05;1.953
Viviendas: Total;Total Nacional;16 País Vasco;;2018M04;1.588
Viviendas: Total;Total Nacional;16 País Vasco;;2018M03;1.692
Viviendas: Total;Total Nacional;16 País Vasco;;2018M02;1.730
Viviendas: Total;Total Nacional;16 País Vasco;;2018M01;1.915
Viviendas: Total;Total Nacional;16 País Vasco;;2017M12;1.172
Viviendas: Total;Total Nacional;16 País Vasco;;2017M11;1.379
Viviendas: Total;Total Nacional;16 País Vasco;;2017M10;1.299
Viviendas: Total;Total Nacional;16 País Vasco;;2017M09;1.582
Viviendas: Total;Total Nacional;16 País Vasco;;2017M08;1.563
Viviendas: Total;Total Nacional;16 País Vasco;;2017M07;1.314
Viviendas: Total;Total Nacional;16 País Vasco;;2017M06;1.760
Viviendas: Total;Total Nacional;16 País Vasco;;2017M05;1.759
Viviendas: Total;Total Nacional;16 País Vasco;;2017M04;1.276
Viviendas: Total;Total Nacional;16 País Vasco;;2017M03;1.739
Viviendas: Total;Total Nacional;16 País Vasco;;2017M02;1.460
Viviendas: Total;Total Nacional;16 País Vasco;;2017M01;1.484
Viviendas: Total;Total Nacional;16 País Vasco;;2016M12;1.193
Viviendas: Total;Total Nacional;16 País Vasco;;2016M11;1.303
Viviendas: Total;Total Nacional;16 País Vasco;;2016M10;985
Viviendas: Total;Total Nacional;16 País Vasco;;2016M09;1.235
Viviendas: Total;Total Nacional;16 País Vasco;;2016M08;1.409
Viviendas: Total;Total Nacional;16 País Vasco;;2016M07;1.104
Viviendas: Total;Total Nacional;16 País Vasco;;2016M06;1.490
Viviendas: Total;Total Nacional;16 País Vasco;;2016M05;1.625
Viviendas: Total;Total Nacional;16 País Vasco;;2016M04;1.345
Viviendas: Total;Total Nacional;16 País Vasco;;2016M03;1.261
Viviendas: Total;Total Nacional;16 País Vasco;;2016M02;1.722
Viviendas: Total;Total Nacional;16 País Vasco;;2016M01;1.290
Viviendas: Total;Total Nacional;16 País Vasco;;2015M12;1.092
Viviendas: Total;Total Nacional;16 País Vasco;;2015M11;1.250
Viviendas: Total;Total Nacional;16 País Vasco;;2015M10;978
Viviendas: Total;Total Nacional;16 País Vasco;;2015M09;1.221
Viviendas: Total;Total Nacional;16 País Vasco;;2015M08;1.214
Viviendas: Total;Total Nacional;16 País Vasco;;2015M07;1.360
Viviendas: Total;Total Nacional;16 País Vasco;;2015M06;1.261
Viviendas: Total;Total Nacional;16 País Vasco;;2015M05;1.219
Viviendas: Total;Total Nacional;16 País Vasco;;2015M04;1.212
Viviendas: Total;Total Nacional;16 País Vasco;;2015M03;1.054
Viviendas: Total;Total Nacional;16 País Vasco;;2015M02;1.152
Viviendas: Total;Total Nacional;16 País Vasco;;2015M01;1.214
Viviendas: Total;Total Nacional;16 País Vasco;;2014M12;1.020
Viviendas: Total;Total Nacional;16 País Vasco;;2014M11;954
Viviendas: Total;Total Nacional;16 País Vasco;;2014M10;840
Viviendas: Total;Total Nacional;16 País Vasco;;2014M09;1.058
Viviendas: Total;Total Nacional;16 País Vasco;;2014M08;855
Viviendas: Total;Total Nacional;16 País Vasco;;2014M07;992
Viviendas: Total;Total Nacional;16 País Vasco;;2014M06;894
Viviendas: Total;Total Nacional;16 País Vasco;;2014M05;1.049
Viviendas: Total;Total Nacional;16 País Vasco;;2014M04;1.221
Viviendas: Total;Total Nacional;16 País Vasco;;2014M03;936
Viviendas: Total;Total Nacional;16 País Vasco;;2014M02;941
Viviendas: Total;Total Nacional;16 País Vasco;;2014M01;992
Viviendas: Total;Total Nacional;16 País Vasco;;2013M12;688
Viviendas: Total;Total Nacional;16 País Vasco;;2013M11;787
Viviendas: Total;Total Nacional;16 País Vasco;;2013M10;596
Viviendas: Total;Total Nacional;16 País Vasco;;2013M09;793
Viviendas: Total;Total Nacional;16 País Vasco;;2013M08;757
Viviendas: Total;Total Nacional;16 País Vasco;;2013M07;869
Viviendas: Total;Total Nacional;16 País Vasco;;2013M06;759
Viviendas: Total;Total Nacional;16 País Vasco;;2013M05;888
Viviendas: Total;Total Nacional;16 País Vasco;;2013M04;815
Viviendas: Total;Total Nacional;16 País Vasco;;2013M03;813
Viviendas: Total;Total Nacional;16 País Vasco;;2013M02;1.432
Viviendas: Total;Total Nacional;16 País Vasco;;2013M01;1.605
Viviendas: Total;Total Nacional;16 País Vasco;;2012M12;782
Viviendas: Total;Total Nacional;16 País Vasco;;2012M11;891
Viviendas: Total;Total Nacional;16 País Vasco;;2012M10;840
Viviendas: Total;Total Nacional;16 País Vasco;;2012M09;981
Viviendas: Total;Total Nacional;16 País Vasco;;2012M08;928
Viviendas: Total;Total Nacional;16 País Vasco;;2012M07;985
Viviendas: Total;Total Nacional;16 País Vasco;;2012M06;959
Viviendas: Total;Total Nacional;16 País Vasco;;2012M05;940
Viviendas: Total;Total Nacional;16 País Vasco;;2012M04;868
Viviendas: Total;Total Nacional;16 País Vasco;;2012M03;1.309
Viviendas: Total;Total Nacional;16 País Vasco;;2012M02;1.390
Viviendas: Total;Total Nacional;16 País Vasco;;2012M01;1.456
Viviendas: Total;Total Nacional;16 País Vasco;;2011M12;1.081
Viviendas: Total;Total Nacional;16 País Vasco;;2011M11;1.299
Viviendas: Total;Total Nacional;16 País Vasco;;2011M10;864
Viviendas: Total;Total Nacional;16 País Vasco;;2011M09;1.229
Viviendas: Total;Total Nacional;16 País Vasco;;2011M08;1.183
Viviendas: Total;Total Nacional;16 País Vasco;;2011M07;1.031
Viviendas: Total;Total Nacional;16 País Vasco;;2011M06;1.172
Viviendas: Total;Total Nacional;16 País Vasco;;2011M05;1.385
Viviendas: Total;Total Nacional;16 País Vasco;;2011M04;1.092
Viviendas: Total;Total Nacional;16 País Vasco;;2011M03;1.524
Viviendas: Total;Total Nacional;16 País Vasco;;2011M02;1.935
Viviendas: Total;Total Nacional;16 País Vasco;;2011M01;1.656
Viviendas: Total;Total Nacional;16 País Vasco;;2010M12;1.362
Viviendas: Total;Total Nacional;16 País Vasco;;2010M11;1.378
Viviendas: Total;Total Nacional;16 País Vasco;;2010M10;1.287
Viviendas: Total;Total Nacional;16 País Vasco;;2010M09;1.411
Viviendas: Total;Total Nacional;16 País Vasco;;2010M08;1.783
Viviendas: Total;Total Nacional;16 País Vasco;;2010M07;1.818
Viviendas: Total;Total Nacional;16 País Vasco;;2010M06;1.760
Viviendas: Total;Total Nacional;16 País Vasco;;2010M05;1.778
Viviendas: Total;Total Nacional;16 País Vasco;;2010M04;1.466
Viviendas: Total;Total Nacional;16 País Vasco;;2010M03;1.802
Viviendas: Total;Total Nacional;16 País Vasco;;2010M02;1.959
Viviendas: Total;Total Nacional;16 País Vasco;;2010M01;1.412
Viviendas: Total;Total Nacional;16 País Vasco;;2009M12;1.119
Viviendas: Total;Total Nacional;16 País Vasco;;2009M11;1.271
Viviendas: Total;Total Nacional;16 País Vasco;;2009M10;1.070
Viviendas: Total;Total Nacional;16 País Vasco;;2009M09;1.615
Viviendas: Total;Total Nacional;16 País Vasco;;2009M08;1.125
Viviendas: Total;Total Nacional;16 País Vasco;;2009M07;1.223
Viviendas: Total;Total Nacional;16 País Vasco;;2009M06;1.243
Viviendas: Total;Total Nacional;16 País Vasco;;2009M05;1.352
Viviendas: Total;Total Nacional;16 País Vasco;;2009M04;1.129
Viviendas: Total;Total Nacional;16 País Vasco;;2009M03;1.185
Viviendas: Total;Total Nacional;16 País Vasco;;2009M02;1.484
Viviendas: Total;Total Nacional;16 País Vasco;;2009M01;1.500
Viviendas: Total;Total Nacional;16 País Vasco;;2008M12;1.293
Viviendas: Total;Total Nacional;16 País Vasco;;2008M11;1.283
Viviendas: Total;Total Nacional;16 País Vasco;;2008M10;1.619
Viviendas: Total;Total Nacional;16 País Vasco;;2008M09;1.776
Viviendas: Total;Total Nacional;16 País Vasco;;2008M08;1.148
Viviendas: Total;Total Nacional;16 País Vasco;;2008M07;1.639
Viviendas: Total;Total Nacional;16 País Vasco;;2008M06;1.460
Viviendas: Total;Total Nacional;16 País Vasco;;2008M05;1.691
Viviendas: Total;Total Nacional;16 País Vasco;;2008M04;1.966
Viviendas: Total;Total Nacional;16 País Vasco;;2008M03;1.273
Viviendas: Total;Total Nacional;16 País Vasco;;2008M02;1.841
Viviendas: Total;Total Nacional;16 País Vasco;;2008M01;2.178
Viviendas: Total;Total Nacional;16 País Vasco;;2007M12;1.368
Viviendas: Total;Total Nacional;16 País Vasco;;2007M11;1.924
Viviendas: Total;Total Nacional;16 País Vasco;;2007M10;1.862
Viviendas: Total;Total Nacional;16 País Vasco;;2007M09;1.968
Viviendas: Total;Total Nacional;16 País Vasco;;2007M08;1.984
Viviendas: Total;Total Nacional;16 País Vasco;;2007M07;2.047
Viviendas: Total;Total Nacional;16 País Vasco;;2007M06;2.352
Viviendas: Total;Total Nacional;16 País Vasco;;2007M05;2.474
Viviendas: Total;Total Nacional;16 País Vasco;;2007M04;1.874
Viviendas: Total;Total Nacional;16 País Vasco;;2007M03;2.444
Viviendas: Total;Total Nacional;16 País Vasco;;2007M02;2.897
Viviendas: Total;Total Nacional;16 País Vasco;;2007M01;2.946
Viviendas: Total;Total Nacional;17 Rioja, La;;2024M03;376
Viviendas: Total;Total Nacional;17 Rioja, La;;2024M02;395
Viviendas: Total;Total Nacional;17 Rioja, La;;2024M01;349
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M12;244
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M11;292
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M10;314
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M09;333
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M08;359
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M07;336
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M06;349
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M05;360
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M04;258
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M03;437
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M02;381
Viviendas: Total;Total Nacional;17 Rioja, La;;2023M01;400
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M12;281
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M11;407
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M10;371
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M09;413
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M08;384
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M07;374
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M06;439
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M05;571
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M04;317
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M03;432
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M02;499
Viviendas: Total;Total Nacional;17 Rioja, La;;2022M01;478
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M12;349
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M11;415
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M10;405
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M09;389
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M08;418
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M07;410
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M06;326
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M05;356
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M04;352
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M03;378
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M02;341
Viviendas: Total;Total Nacional;17 Rioja, La;;2021M01;294
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M12;299
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M11;296
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M10;287
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M09;296
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M08;244
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M07;276
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M06;215
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M05;144
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M04;228
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M03;243
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M02;300
Viviendas: Total;Total Nacional;17 Rioja, La;;2020M01;386
Viviendas: Total;Total Nacional;17 Rioja, La;;2019M12;218
Viviendas: Total;Total Nacional;17 Rioja, La;;2019M11;263
Viviendas: Total;Total Nacional;17 Rioja, La;;2019M10;376
Viviendas: Total;Total Nacional;17 Rioja, La;;2019M09;220
