Tipo de alojamiento;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2017M05;44.323
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2017M04;56.659
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2017M03;12.759
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2017M02;6.382
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2017M01;3.530
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M12;4.400
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M11;4.861
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M10;22.855
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M09;55.121
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M08;265.083
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M07;209.371
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M06;70.517
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M05;42.264
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M04;25.020
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M03;25.533
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M02;4.667
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2016M01;3.782
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M12;4.192
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M11;6.117
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M10;19.413
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M09;54.441
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M08;246.737
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M07;194.254
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M06;73.042
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M05;45.445
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M04;34.265
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M03;10.798
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M02;3.458
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2015M01;2.961
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M12;3.973
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M11;4.864
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M10;25.253
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M09;58.420
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M08;257.010
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M07;206.580
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M06;75.381
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M05;38.883
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M04;38.226
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M03;9.310
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M02;3.825
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2014M01;2.962
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M12;3.682
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M11;6.298
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M10;18.150
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M09;47.680
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M08;270.552
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M07;189.018
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M06;74.731
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M05;31.430
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M04;22.233
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M03;17.085
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M02;3.959
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2013M01;2.688
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M12;3.552
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M11;7.445
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M10;16.315
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M09;47.544
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M08;276.429
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M07;222.933
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M06;77.460
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M05;34.276
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M04;31.397
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M03;11.071
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M02;3.768
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2012M01;3.803
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M12;3.762
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M11;4.893
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M10;19.788
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M09;54.057
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M08;269.327
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M07;235.850
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M06;86.274
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M05;40.569
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M04;48.992
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M03;9.418
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M02;5.225
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2011M01;3.745
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M12;5.588
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M11;6.125
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M10;18.442
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M09;55.730
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M08;269.787
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M07;227.939
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M06;78.141
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M05;41.534
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M04;36.351
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M03;14.769
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M02;5.084
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2010M01;4.067
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M12;7.076
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M11;6.409
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M10;17.992
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M09;52.836
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M08;281.775
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M07;228.823
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M06;87.298
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M05;43.174
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M04;47.334
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M03;11.933
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M02;4.547
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2009M01;2.876
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M12;5.354
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M11;7.184
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M10;11.591
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M09;62.505
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M08;302.642
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M07;215.151
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M06;68.933
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M05;39.971
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M04;26.822
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M03;18.584
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M02;3.821
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2008M01;2.072
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M12;2.786
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M11;5.811
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M10;11.416
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M09;43.176
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M08;260.963
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M07;220.174
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M06;67.563
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M05;29.654
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M04;35.358
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M03;6.499
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M02;3.328
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2007M01;1.817
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M12;3.772
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M11;5.515
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M10;11.850
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M09;62.533
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M08;286.840
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M07;225.838
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M06;70.474
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M05;38.226
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M04;50.372
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M03;6.337
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M02;2.403
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2006M01;3.243
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M12;4.189
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M11;3.622
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M10;9.925
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M09;53.268
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M08;305.869
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M07;232.152
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M06;62.464
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M05;33.313
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M04;19.273
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M03;11.306
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M02;2.176
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2005M01;2.239
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M12;3.694
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M11;4.817
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M10;9.618
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M09;69.772
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M08;289.837
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M07;192.222
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M06;61.044
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M05;31.460
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M04;32.577
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M03;6.058
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M02;2.673
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2004M01;2.331
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M12;3.191
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M11;4.063
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M10;9.412
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M09;67.072
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M08;318.716
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M07;198.437
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M06;55.248
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M05;34.403
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M04;26.127
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M03;4.255
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M02;1.644
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2003M01;2.107
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M12;3.575
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M11;4.208
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M10;8.177
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M09;38.565
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M08;302.801
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M07;223.521
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M06;62.439
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M05;23.535
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M04;16.710
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M03;15.335
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M02;3.925
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2002M01;1.425
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M12;3.596
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M11;5.500
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M10;10.785
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M09;40.495
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M08;332.045
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M07;239.551
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M06;52.036
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M05;24.412
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M04;46.971
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M03;5.151
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M02;2.164
Encuesta de Ocupación en Campings;Total Nacional;07 Castilla y León;Total;;Pernoctaciones;2001M01;1.191
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2024M06;29.838
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2024M05;35.085
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2024M04;18.670
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2024M03;23.650
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2024M02;4.727
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2024M01;3.851
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M12;.
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M11;12.850
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M10;23.305
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M09;24.069
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M08;101.317
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M07;62.787
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M06;33.083
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M05;28.704
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M04;53.826
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M03;17.801
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M02;9.617
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2023M01;.
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M12;.
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M11;13.914
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M10;30.040
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M09;34.123
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M08;118.277
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M07;84.787
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M06;39.641
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M05;29.958
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M04;38.848
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M03;12.107
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M02;9.039
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2022M01;.
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M12;10.206
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M11;9.624
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M10;31.022
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M09;28.554
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M08;115.383
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M07;64.366
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M06;31.215
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M05;21.719
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M04;17.185
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M03;6.393
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M02;588
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2021M01;209
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M12;587
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M11;1.329
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M10;14.588
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M09;15.273
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M08;79.748
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M07;50.865
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M06;10.375
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M05;501
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M04;0
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M03;2.830
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M02;3.460
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2020M01;2.309
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M12;4.900
Encuesta de Ocupación en Campings;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M11;5.843
