Tipo de alojamiento;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M09;4.427
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M08;23.170
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M07;52.500
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M06;26.773
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M05;10.131
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M04;14.401
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M03;7.071
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M02;2.846
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2019M01;1.618
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M12;5.773
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M11;5.051
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M10;7.057
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M09;5.324
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M08;22.793
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M07;55.924
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M06;20.095
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M05;9.276
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M04;9.846
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M03;10.074
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M02;2.698
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M01;1.201
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M12;4.920
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M11;4.714
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M10;7.073
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M09;3.427
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M08;17.829
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M07;42.455
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M06;16.787
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M05;8.850
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M04;13.360
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M03;7.799
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M02;2.707
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M01;1.307
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M12;5.788
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M11;3.805
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M10;8.397
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M09;3.830
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M08;25.061
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M07;42.340
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M06;15.163
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M05;7.636
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M04;6.676
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M03;7.954
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M02;3.188
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M01;1.481
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M12;3.043
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M11;3.404
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M10;7.112
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M09;3.330
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M08;16.738
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M07;34.064
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M06;12.096
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M05;7.829
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M04;9.108
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M03;8.040
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M02;2.594
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M01;1.114
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M12;3.702
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M11;3.763
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M10;3.603
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M09;5.720
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M08;14.884
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M07;33.354
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M06;17.923
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M05;7.703
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M04;8.844
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M03;5.911
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M02;2.435
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M01;3.709
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M01;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M12;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M11;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M10;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M09;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M08;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M07;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M06;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M05;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M04;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M03;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M02;""
Encuesta de Ocupación en Albergues;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M01;""
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M06;105.660
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M05;117.366
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M04;97.451
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M03;93.857
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M02;71.733
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M01;49.429
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M12;30.894
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M11;44.517
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M10;57.454
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M09;71.523
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M08;108.520
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M07;119.454
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M06;100.408
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M05;81.183
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M04;88.362
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M03;67.947
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2023M02;38.579
